"id","code","name","account_type","reconcile","note","name@sv_SE","tax_ids"
"a705","705","Resekostnader, anställda och förtroendevalda","liability_non_current",False,"På detta konto redovisas kostnader i samband med anställdas och förtroendevaldas resor i tjänsten. Hit förs kostnader som kommunen reglerar direkt med transportföretag eller resebyrå där fakturor är ställda till kommunen. Även kostnader som uppkommer i samband med tjänsteresa, vilka styrkts med till kommunen överlämnade fakturor/kvitton, ska bokföras här. Kontot kan underindelas, bland annat för att underlätta besvarande av förfrågningar från Skatteverket, enligt följande: • Biljetter, inklusive lokala resor med buss och taxi • Hotell och logi, Sverige • Hotell och logi, utlandet • Övriga resekostnader Bokför inte på kontot • Bilersättningar utgör en kostnadsersättning och redovisas på konto 552 Bilersättningar. • Bilhyra i samband med t.ex. resa till utbildningar utgör korttidshyra och redovisas på konto 695 Operationell leasing/hyra av bilar och andra transportmedel.","Resekostnader, anställda och förtroendevalda",""
"a710","710","Representation","liability_non_current",False,"På detta konto redovisas kostnader för representation som har direkt samband med kommunens verksamhet. Representationskostnader som debiteras detta konto ska vara ett uttryck för sedvanlig gästfrihet i form av värdskap till exempel i samband med vänortsbesök. De kostnader som kan förekomma kan avse mat, dryck, betjäning, hotellrum, teaterbiljetter, biljetter till sportevenemang och dylikt. Kontot kan vid behov underindelas. Bokför inte på kontot • Representation som riktar sig till kommunens anställda redovisas på konto 711 Personalrepresentation.","Representation",""
"a711","711","Personalrepresentation","liability_non_current",False,"På detta konto redovisas kostnader för representation för anställda samt kommunens egna förtroendevalda i samband med informationsmöten och andra möten samt personalfester o.d. Det kan exempelvis röra sig om kostnader för lunch, middag eller enklare förtäring samt olika kringkostnader, t.ex. teaterbiljetter för aktiviteter i samband representationstillfället. Här redovisas även t.ex. minnesgåvor, jubileumsgåvor och julgåvor till anställda. För att underlätta uppföljning av olika typer av personalrepresentation kan en ytterligare uppdelning på underkonto gö-ras. Bokför inte på kontot •Inköp till verksamheten av färdiglagade måltider och tjänster för mål-tidsproduktion från externa producenter redovisas på konto 746 Måltider. •Inköp av t.ex. kaffe, fruktkorgar och liknande till personalen som utgör personalvårdsförmån redovisas på konto 644 Livsmedel. •Gåvor till anställda som inte utgör minnesgåva, jubileumsgåva eller julgåva redovisas på det konto där kostnaden hör hemma, en gåva i for","Personalrepresentation",""
"a722","722","Annonsering","liability_non_current",False,"På detta konto redovisas kostnader för reklam- och informationsannonser, omfattande kostnader både för framställning och införande i dagspress, populärpress, fackpress, kataloger, program eller annan media (t.ex. digitalt). På kontot redovisas även kostnader för platsannonser i samband med rekrytering av personal.","Annonsering",""
"a723","723","Reklam och information","liability_non_current",False,"På detta konto redovisas kostnader för framställning och extern distribution (ej kommunens kostnader för allmän postbefordran) av reklam- och informationsbroschyrer, kataloger och liknande. Jämför även med konto 655 Trycksaker.","Reklam och information",""
"a731","731","Försäkringspremier","liability_non_current",False,"På detta konto redovisas försäkringspremier som kommunen betalar till försäkringsbolag omfattande brand-, avbrotts-, vattenskade-, fordons-, maskin-, ansvars-, stöldförsäkringar etc. Försäkringspremier efterfrågas av SCB i RS. Bokför inte på kontot • På detta konto redovisas ej försäkringar för anställda, det görs i kontogrupp 56, Sociala avgifter enligt lag och avtal.","Försäkringspremier",""
"a732","732","Självrisker","liability_non_current",False,"På detta konto redovisas kostnader för självrisker vid uppkommen skada. Självrisker efterfrågas av SCB i RS.","Självrisker",""
"a733","733","Larm och bevakning","liability_non_current",False,"På kontot redovisas kostnader för larmutrustning (inkl. personal- och överfallslarm) och för bevakning av lokaler och anläggningar samt kostnader vid automatlarm. Även kostnader för personskydd redovisas här liksom kostnader för t.ex. ordningsvakter och trygghetsvärdar. Kontot kan vid behov underindelas för att särredovisa kostnader för material respektive tjänster. Konto 733 Larm och bevakning särredovisas i RS tillsammans med konto 734 Brandskydd samt konto 765 Avgifter för kurser. Bokför inte på kontot • Trygghetslarm för brukare redovisas på konto 749 Övriga främmande tjänster.","Larm och bevakning",""
"a734","734","Brandskydd","liability_non_current",False,"På kontot redovisas kostnader för brandskyddsutrustning och brandsyner. Kontot kan vid behov underindelas för att särredovisa kostnader för material resp. tjänster.","Brandskydd",""
"a735","735","Kundförluster","liability_non_current",False,"På detta konto redovisas kommunens kostnader i samband med att vissa kunder inte betalar sina avgifter, det vill säga förluster på kundfordringar i kontogrupp 15. En konstaterad kundförlust är alltid odiskutabel medan befarade kundförluster alltid måste grundas på en bedömning. Detta gäller särskilt då avgifterna är mervärdesskattepliktiga. Om en kundförlust befaras debiteras konto 735 med konto 159 Värdereglering kundfordringar, som motkonto. Konstaterade kundförluster redovisas på detta konto med motbokning i kontogrupp 15 Kundfordringar. (Se konteringsanvisning till konto 159 Värdereglering av kundfordringar.) Eventuellt momsbelopp ska reduceras och debiteras konto 261–263 Utgående moms 25 %–6 %. När avskrivna kundfordringar återvinns i ett senare skede minskas (krediteras) inte kostnaderna på konto 735 Kundförluster, utan intäkterna bokförs istället på konto 365 Återvunna, tidigare avskrivna kundfordringar. I det fall kundfordringen återvinns samma år som kundförlusten redovisats å","Kundförluster",""
"a736","736","Straffavgifter med mera","liability_non_current",False,"På detta konto redovisas olika typer av straffavgifter som skadestånd, utdömda viten från t.ex. Inspektionen för vård- och omsorg eller Skolinspektionen, intrångsersättningar vid vållande av skada, straffavgift LSS och liknande. Kostnader för straffavgifter med mera efterfrågas av SCB i RS. Bokför inte på kontot • Förseningsersättning, den så kallade ”450-kronan” ska konteras på konto 761 Avgifter. • Dröjsmålsränta redovisas på konto 855 Räntekostnader för leverantörsskulder.","Straffavgifter med mera",""
"a737","737","Infriad borgen","liability_non_current",False,"Kontot används vid kontering av infriad borgen. För att underlätta besvarandet av statistiken till SCB kan kontot underindelas enligt följande: • Infriad borgen Kommunala bostadsföretag • Infriad borgen Övriga kommunala bolag • Infriad borgen Övriga bostadsföretag och föreningar • Infriad borgen Egna hem och småhus Infriad borgen efterfrågas av SCB i RS.","Infriad borgen",""
"a738","738","Förluster på kortfristiga fordringar","liability_non_current",False,"Kontot används när en förlust på kortfristiga fordringar i kontogrupp 16 kan befaras eller konstateras. Kontot debiteras för befarad förlust med konto 169 Värdereglering av diverse kortfristiga fordringar, som motkonto. Då förlusten slutligen konstateras debiteras konto 738 med fordringens nominella belopp och berört konto 161–166 krediteras. Samtidigt återförs tidigare reservering genom att konto 169 Värdereglering av diverse kortfristiga fordringar, debiteras och konto 738 krediteras. Förluster på kortfristiga fordringar efterfrågas av SCB i RS tillsammans med kostnaderna på konto 735 Kundförluster, konto 736 Straffavgifter med mera och konto 739 Övriga riskkostnader.","Förluster på kortfristiga fordringar",""
"a739","739","Övriga riskkostnader","liability_non_current",False,"Detta konto används för andra riskkostnader än som omfattas av konto 731–738. Kostnader i form av ersättning till brukare, personal och andra för material som skadats eller förstörts redovisas här i de fall ersättningen inte hanteras via försäkring. Övriga riskkostnader, tillsammans med kundförluster, straffavgifter med mera och förluster på kortfristiga fordringar, efterfrågas av SCB i RS.","Övriga riskkostnader",""
"a743","743","Administrativa tjänster","liability_non_current",False,"På kontot redovisas kostnader för administrativa tjänster som exempelvis elektronisk fakturahantering (skanning), inkassotjänster, kreditupplysningstjänster, IT-drift, service- och supporttjänster, dataprogram, licensavgifter, statistiktjänster osv. På detta konto redovisas även avgifter och provisioner till banker och andra betalningsförmedlare som avser tjänster i samband med betalningsförmedling, valutatransaktioner med mera. Här redovisas även avgifter, provisioner m.m. till kapitalförvaltare med anledning av förvaltning av värdepapper. Vid behov kan kontot indelas i underkonton för olika typer av tjänster. Bokför inte på kontot • Förbrukningsmaterial etc som används till kommunens egen IT-utrustning, så som lagringsmedia, färgpatroner, kablar med mera redovisas på konto 654 IT-material.","Administrativa tjänster",""
"a745","745","Konsulttjänster","liability_non_current",False,"Här avses specialuppdrag som utförs av företag eller enskilda personer med specialkompetenser som inte är anställda hos kommunen. På detta konto redovisas kostnader för arvoden till konsulter för rådgivning och utredningar avseende tekniska och administrativa frågor, rekryteringstjänster, med mera. En konsult är en rådgivande specialist inom ett visst område, vanligen på kvalificerad nivå. Genom ett särskilt underkonto för revisionstjänster som köps in från revisionsbyrå underlättas uppföljningen av kostnader för räkenskapsrevision i enlighet med LKBR 9 kap 13 §. Bokför inte på kontot • Kostnader för byggkonsulter redovisas i kontogrupp 61, Fastighets- och entreprenadkostnader. • Kostnader för inhyrd personal från personaluthyrningsföretag och liknande för att täcka tillfällig arbetskraftsbrist i kommunens ordinarie verksamhet bokförs kostnaderna på 751, Inhyrd personal.","Konsulttjänster",""
"a746","746","Måltider","liability_non_current",False,"På kontot redovisas kostnader för inköp av färdiga måltider och tjänster för måltidsproduktion till kommunal verksamhet, såsom barn- och omvårdnadsverksamhet. Det rör sig alltså om måltider till barn, brukare och anhöriga. Här redovisas även kostnader för pedagogiska måltider för lärare och kostnader personalens måltider tillsammans med brukare i enlighet med beslut. På kontot redovisas även kostnader för sondmatning/näringskomplement där man ersätter en hel måltid. Bokför inte på kontot • Kostnader för livsmedel för beredning i egna kök och halvfabrikat bokförs på konto 644 Livsmedel. • Tillskott/komplement till kosten som köps via apotek (recept) bok-förs på konto 645 Läkemedel. • Kostnader för måltider i samband med externa besök, där kostnaderna kan ses som ett led i sedvanlig gästfrihet i form av värdskap, bokförs på konto 710 Representation. Representation som huvudsakligen riktar sig till kommunens anställda redovisas på konto 711 Personalrepresentation.","Måltider",""
"a747","747","Hälso- och friskvårdsrelaterade tjänster","liability_non_current",False,"På kontot redovisas sjuk-, hälso- och friskvårdsrelaterade tjänster. Kontot kan vid behov underindelas i till exempel läkarvårdsersättningar, hälsokontroller, avgifter för företagshälsovård, handledning för personal, rehabilitering, frisk-vårdsaktiviteter och fritidsaktiviteter. Bokför inte på kontot • Kostnader för läkemedel redovisas på konto 645 Laboratoriematerial, läkemedel och sjukvårdsartiklar. • Kostnader för inhyrd personal från personaluthyrningsföretag och liknande för att täcka tillfällig arbetskraftsbrist i kommunens ordinarie verksamhet bokförs kostnaderna på 751 Inhyrd personal.","Hälso- och friskvårdsrelaterade tjänster",""
"a749","749","Övriga främmande tjänster","liability_non_current",False,"På kontot redovisas övriga kostnader för främmande tjänster för vilka särskilda konton inte lagts upp i denna kontogrupp, exempelvis trygghetslarmstjänster, serviceavtal, analyskostnader, mätnings- och karttjänster, lantmäteriförrättningar samt tolktjänster. Här redovisas även kostnader vid tillfälliga köp av t.ex. kulturarrangemang. Bokför inte på kontot • Serviceavtal som avser reparation och underhåll av maskiner och inventarier redovisas på konto 660 Reparation och underhåll av inventarier. • Serviceavtal som avser administrativa tjänster redovisas på konto 743 Administrativa tjänster.","Övriga främmande tjänster",""
"a751","751","Inhyrd personal","liability_non_current",False,"Bokför inte på kontot • Specialuppdrag som utförs av företag eller enskilda personer med specialkompetenser som inte är anställda hos kommunen redovisas på konto 745 Konsulttjänster. • Kostnader för konsulter i samband med entreprenader redovisas i kontogrupp 61 Fastighets- och entreprenadkostnader.","Inhyrd personal",""
"a761","761","Avgifter","liability_non_current",False,"På detta konto redovisas kostnader för olika typer av avgifter. Med en avgift avses betalning grundad på taxa eller liknande bestämmelser. Här redovisas kostnader för förbundsavgift till Sveriges Kommuner och Regioner, SKR och medlemsavgifter till andra medlemsorganisationer. På detta konto redovisas även övriga typer av avgifter som inträden med mera. Även inkasso- och påminnelseavgiften för fakturor redovisas här. Avgifter efterfrågas av SCB i RS. Bokför inte på kontot • Dröjsmålsränta konteras på konto 855 Räntekostnader för leverantörsskulder.","Avgifter",""
"a764","764","Diverse skatter och offentliga avgifter","liability_non_current",False,"På detta konto redovisas anslutningsavgifter för fastigheter, stämpelavgifter, lösen med flera offentliga avgifter och skatter. Även andra typer av tillsyns- och prövningsavgifter redovisas här. Bokför inte på kontot • Fordonsskatt redovisas på konto 692. • Trängselskatt för egna fordon redovisas på konto 696. • Fastighetsskatt och fastighetsavgift redovisas på underkonto 6192.","Diverse skatter och offentliga avgifter",""
"a765","765","Avgifter för kurser","liability_non_current",False,"På detta konto redovisas avgifter för kurser, konferenser och utbildningar. Avgifter för kurser efterfrågas av SCB i RS tillsammans med konto 733 Larm och bevakning samt konto 734 Brandskydd. Bokför inte på kontot • Övriga kostnader i samband med utbildningen, som till exempel resekostnader (konto 705) redovisas inte här utan på sina respektive konton. Kontot kan underindelas enligt nedan:","Avgifter för kurser",""
"a7651","7651","Avgifter för kurser för anställda och förtroendevalda","liability_non_current",False,"","Avgifter för kurser för anställda och förtroendevalda",""
"a7652","7652","Avgifter för kurser för övriga","liability_non_current",False,"","Avgifter för kurser för övriga",""
"a769","769","Övriga kostnader","liability_non_current",False,"På detta konto redovisas diverse kostnader av olika slag som inte kan placeras i övriga konton inom kontogruppen. Här redovisas även differenser som uppstår på kund- respektive leverantörsskulder vid omräkning av utländsk valuta till svenska kronor på grund av att kursen på den utländska valutan under kredittiden sjunkit (vid fordringar) eller stigit (vid skulder). Kursförluster bokförs när de realiserats eller vid bokslut om orealiserade kursförluster kan konstateras utifrån balansdagens kurs. Skulder i utländsk valuta omräknas enligt växelkursen på balansdagen. Se LKBR 7 kap 9 §. Bokför inte på kontot • Kursförluster av finansiell karaktär redovisas på konto 858.","Övriga kostnader",""
"a781","781","Förlust vid avyttring och utrangering av maskiner och inventarier","liability_non_current",False,"På detta konto redovisas förlust vid avyttring och utrangering av maskiner och inventarier då försäljningsbeloppet understiger det bokförda värdet på tillgången. Vid löpande bokföring på detta konto nyttjas följande underkonton (jämför konto 381 Försäljning av maskiner och inventarier). Därefter visar kontot resultatet vid försäljningen. SCB efterfrågar i RS kostnaderna för förluster vid avyttring och utrangering av maskiner och inventarier.","Förlust vid avyttring och utrangering av maskiner och inventarier",""
"a7811","7811","Försäljningspris, maskiner och inventarier","liability_non_current",False,"På detta underkonto redovisas försäljningspriset för maskiner och inventarier i de fall försäljningsintäkten för tillgången understiger det bokförda värdet. Försäljningspriset för maskiner och inventarier efterfrågas av SCB i RS.","Försäljningspris, maskiner och inventarier",""
"a7812","7812","Bokfört värde, maskiner och inventarier","liability_non_current",False,"På detta underkonto debiteras anskaffningsvärdet av försålda tillgångar och krediteras för de ackumulerade avskrivningarna i de fall försäljningspriset för tillgången understiger det bokförda värdet. Saldot visar det bokförda värdet.","Bokfört värde, maskiner och inventarier",""
"a7813","7813","Bokfört värde vid utrangering av maskiner och inventarier","liability_non_current",False,"På detta underkonto redovisas det bokförda värdet vid utrangering.","Bokfört värde vid utrangering av maskiner och inventarier",""
"a7814","7814","Momsjustering, försäljning av maskiner och inventarier","liability_non_current",False,"På detta underkonto debiteras momsjustering vid försäljning av maskiner och inventarier i de fall försäljningspriset för tillgången understiger det bokförda värdet. Motkonto • Motkonto är 1679 Justeringsbelopp vid överlåtelse eller ändrad användning av en investeringsvara.","Momsjustering, försäljning av maskiner och inventarier",""
"a782","782","Förlust vid avyttring och utrangering av mark, byggnader och anläggningar","liability_non_current",False,"På detta konto redovisas förlust vid avyttring av fastigheter då försäljningsbeloppet understiger det bokförda värdet på tillgången. Vid löpande bokföring på detta konto används följande underkonton (jämför konto 382 Försäljning av mark, byggnader och anläggningar). Därefter visar kontot resultatet vid försäljningen. SCB efterfrågar i RS kostnaderna för förluster vid avyttring och utrangering av mark, byggnader och anläggningar.","Förlust vid avyttring och utrangering av mark, byggnader och anläggningar",""
"a7821","7821","Försäljningspris, mark, byggnader och anläggningar","liability_non_current",False,"På detta underkonto redovisas försäljningspriset för fastigheter och anläggningar i de fall försäljningspriset för tillgången understiger det bokförda värdet. Försäljningspriset för fastigheter och anläggningar efterfrågas av SCB i RS.","Försäljningspris, mark, byggnader och anläggningar",""
"a7822","7822","Bokfört värde, mark, byggnader och anläggningar","liability_non_current",False,"På detta underkonto debiteras anskaffningsvärdet av försålda tillgångar och krediteras för de ackumulerade avskrivningarna i de fall försäljningspriset för tillgången understiger det bokförda värdet. Saldot visar det bokförda värdet.","Bokfört värde, mark, byggnader och anläggningar",""
"a7823","7823","Bokfört värde vid utrangering av mark, byggnader och anläggningar","liability_non_current",False,"På detta underkonto redovisas det bokförda värdet vid utrangering.","Bokfört värde vid utrangering av mark, byggnader och anläggningar",""
"a7824","7824","Momsjustering, försäljning av byggnader och anläggningar","liability_non_current",False,"På detta underkonto debiteras momsjustering vid försäljning av byggnader och anläggningar i de fall försäljningspriset för tillgången understiger det bokförda värdet. Motkonto • Motkonto är 1679 Justeringsbelopp vid överlåtelse eller ändrad användning av en investeringsvara.","Momsjustering, försäljning av byggnader och anläggningar",""
"a784","784","Förlust vid avyttring och utrangering av immateriella anläggningstillgångar","liability_non_current",False,"På detta konto redovisas förlust vid avyttring och utrangering av immateriella anläggningstillgångar. Förluster vid avyttring av finansiella anläggningstillgångar i kontogrupp 13 redovisas på konto 851 Förlust vid avyttring och värdering, finansiella anläggningstillgångar. Vid löpande bokföring på detta konto används följande underkonton. Därefter visar kontot resultatet av försäljningen. SCB efterfrågar i RS kostnaderna för förluster vid avyttring av övriga tillgångar.","Förlust vid avyttring och utrangering av immateriella anläggningstillgångar",""
"a7841","7841","Försäljningspris, immateriella anläggningstillgångar","liability_non_current",False,"På detta underkonto redovisas försäljningspriset för immateriella anläggningstillgångar, i de fall försäljningspriset för tillgången understiger det bokförda värdet.","Försäljningspris, immateriella anläggningstillgångar",""
"a7842","7842","Bokfört värde,  immateriella anläggningstillgångar","liability_non_current",False,"På detta underkonto debiteras anskaffningsvärdet av försålda tillgångar och krediteras för de ackumulerade avskrivningarna i de fall försäljningspriset för tillgången understiger det bokförda värdet. Saldot visar det bokförda värdet.","Bokfört värde,  immateriella anläggningstillgångar",""
"a7843","7843","Bokfört värde vid utrangering av immateriella anläggningstillgångar","liability_non_current",False,"På detta underkonto redovisas det bokförda värdet vid utrangering av immateriella anläggningstillgångar.","Bokfört värde vid utrangering av immateriella anläggningstillgångar",""
"a789","789","Övriga periodiseringar","liability_non_current",False,"Detta konto används för andra periodiseringar än som omfattas av konto 781–784. Övriga periodiseringar efterfrågas av SCB i RS.","Övriga periodiseringar",""
"a791","791","Avskrivning på immateriella anläggningstillgångar","liability_non_current",False,"På detta konto redovisas avskrivningar enligt plan på immateriella anläggningstillgångar, det vill säga tillgångar som redovisas i kontogrupp 10.","Avskrivning på immateriella anläggningstillgångar",""
"a792","792","Avskrivning på byggnader, anläggningar","liability_non_current",False,"På detta konto redovisas avskrivningar enligt plan på byggnader och övrig fast egendom, det vill säga anläggningstillgångar som omfattas av kontogrupp 11. Avskrivningar på byggnader och anläggningar efterfrågas av SCB i RS.","Avskrivning på byggnader, anläggningar",""
"a793","793","Avskrivning på maskiner och inventarier","liability_non_current",False,"På detta konto redovisas avskrivningar enligt plan på maskiner och inventarier, det vill säga anläggningstillgångar som omfattas av kontogrupp 12. Avskrivningar på maskiner och inventarier efterfrågas av SCB i RS.","Avskrivning på maskiner och inventarier",""
"a795","795","Nedskrivning av immateriella och materiella anläggningstillgångar","liability_non_current",False,"Kontot kan användas för nedskrivning av värdet på immateriella och materiella anläggningstillgångar då detta varaktigt gått ned. Nedskrivning ska göras med det belopp som anses erforderligt enligt god redovisningssed. Se rekommendation RKR R6 Nedskrivningar. Bokför inte på kontot • Återföring av nedskrivning av anläggningstillgångar redovisas på konto 796 Återföring av nedskrivning av anläggningstillgångar. • Värdereglering av finansiella anläggningstillgångar i kontogrupp 13, så som värdepapper och långfristiga fordringar, redovisas på underkonto 8519 Värdereglering, finansiella anläggningstillgångar. • Värdereglering av finansiella omsättningstillgångar redovisas på underkonto 8569 Värdereglering, finansiella omsättningstillgångar. Nedskrivningar av materiella anläggningstillgångar efterfrågas av SCB i RS.","Nedskrivning av immateriella och materiella anläggningstillgångar",""
"a796","796","Återföring av nedskrivning av immateriella och materiella anläggningstillgångar","liability_non_current",False,"Kontot kan användas för återföring av nedskrivning av värdet på immateriella och materiella anläggningstillgångar. Återföring av nedskrivning ska göras om skälen för nedskrivningen fallit bort. Återföring ska göras med det belopp som anses erforderligt enligt god redovisningssed. Vid behov kan kontot underindelas. Återföring av nedskrivningar av materiella anläggningstillgångar efterfrågas av SCB i RS. Bokför inte på kontot • Återföring av nedskrivning av finansiella anläggningstillgångar redovisas på underkonto 8439 Återföring av värderegleringar, finansiella anläggningstillgångar. • Återföring av värderegleringar av finansiella tillgångar som klassifi-ceras som omsättningstillgång (det vill säga är kontinuerligt föremål för köp- och försäljning) redovisas på underkonto 8469 Återföring av värderegleringar, finansiella omsättningstillgångar.","Återföring av nedskrivning av immateriella och materiella anläggningstillgångar",""
"a801","801","Allmän kommunalskatt","liability_non_current",False,"På detta konto redovisas kommunens löpande skatteintäkter under året baserade på kommunens eget skatteunderlag. Allmän kommunalskatt efterfrågas av SCB i RS. Bokför inte på kontot • Slutavräkningen för kommunalskatten redovisas på konto 805 Skatteavräkning.","Allmän kommunalskatt",""
"a805","805","Skatteavräkning","liability_non_current",False,"Här redovisas den slutavräkning som sker kollektivt för kommunsektorn. En negativ skatteavräkning, det vill säga en återbetalning av för mycket preliminärt utbetalda skatteintäkter, ska redovisas som en intäktsminskning. Skatteavräkning efterfrågas av SCB i RS. Motkonto • Positiv skatteavräkning motkonto 178 Upplupna skatteintäkter • Negativ skatteavräkning motkonto 298 Förutbetalda skatteintäkter","Skatteavräkning",""
"a8051","8051","Skatteavräkning föregående år, justeringspost","liability_non_current",False,"Skatteavräkning föregående år, justeringspost efterfrågas av SCB i RS.","Skatteavräkning föregående år, justeringspost",""
"a8052","8052","Skatteavräkning innevarande år, prognos","liability_non_current",False,"Skatteavräkning innevarande år, prognos efterfrågas av SCB i RS.","Skatteavräkning innevarande år, prognos",""
"a808","808","Mellankommunal kostnadsutjämning","liability_non_current",False,"På detta konto redovisas den mellankommunala kostnadsutjämning som sammanhänger med att kommunerna skatteväxlat med landsting/region vid övertagande av verksamhet. Om kommunens kostnader inte täcks av skatteintäkterna vid växlingen bokförs det utjämningsbelopp som kommunen erhåller som en intäkt. Erhåller kommunen högre intäkter vid skatteväxlingen än som motsvarar kostnaden skall det belopp som utbetalas för att utjämna skillnaden redovisas som en kostnadsminskning av skatteväxlingsintäkterna på detta konto. Mellankommunal kostnadsutjämning efterfrågas av SCB i RS.","Mellankommunal kostnadsutjämning",""
"a809","809","Övriga skatter","liability_non_current",False,"Här redovisas eventuella övriga skatteintäkter för vilka särskilt konto inte lagts upp i denna kontogrupp. Det gäller t.ex. i de fall begravningsavgift tas upp av kommunen istället för av Svenska Kyrkan. Övriga skatter efterfrågas av SCB i RS.","Övriga skatter",""
"a821","821","Inkomstutjämningsbidrag","liability_non_current",False,"Här redovisas det bidrag som utbetalas till de kommuner som har ett eget skatteunderlag som understiger den garanterade nivån i inkomstutjämningen. Inkomstutjämningsbidrag efterfrågas av SCB i RS.","Inkomstutjämningsbidrag",""
"a822","822","Strukturbidrag","liability_non_current",False,"Här redovisas det strukturbidrag som ingår i utjämningssystemet. Strukturbidrag efterfrågas av SCB i RS.","Strukturbidrag",""
"a823","823","Införandebidrag","liability_non_current",False,"Här redovisas det införandebidrag som ingår i utjämningssystemet. Införandebidrag efterfrågas av SCB i RS.","Införandebidrag",""
"a824","824","Regleringsbidrag","liability_non_current",False,"Här redovisas det regleringsbidrag som staten betalar ut. Regleringsbidrag efterfrågas av SCB i RS.","Regleringsbidrag",""
"a825","825","Kostnadsutjämningsbidrag","liability_non_current",False,"Här redovisas det kostnadsutjämningsbidrag som ingår i utjämningssystemet. Kostnadsutjämningsbidrag efterfrågas av SCB i RS.","Kostnadsutjämningsbidrag",""
"a826","826","Bidrag för LSS-utjämning","liability_non_current",False,"Här redovisas det kostnadsutjämningsbidrag som ingår i LSS-utjämningen. Bidrag för LSS-utjämning efterfrågas av SCB i RS.","Bidrag för LSS-utjämning",""
"a828","828","Kommunal fastighetsavgift","liability_non_current",False,"Här redovisas regleringar av kommunala fastighetsavgifter. Kontot kan underindelas i underkonton enligt följande: • Justeringspost, fastighetsavgift föregående år • Prognos, fastighetsavgift innevarande år Kommunal fastighetsavgift efterfrågas av SCB i RS. Motkonto • Fordringar avseende kommunala fastighetsavgifter motbokas på konto 165 Fordringar hos staten.","Kommunal fastighetsavgift",""
"a829","829","Generella bidrag från staten","liability_non_current",False,"Här redovisas eventuellt förekommande generella bidrag från staten som inte ingår i utjämningssystemen eller inte klassificeras som riktade bidrag eller kostnadsersättningar. Generella bidrag från staten efterfrågas av SCB i RS.","Generella bidrag från staten",""
"a831","831","Inkomstutjämningsavgift","liability_non_current",False,"Här redovisas den avgift kommuner betalar som har ett eget skatteunderlag som överstiger den garanterade nivån i inkomstutjämningen. Inkomstutjämningsavgifter efterfrågas av SCB i RS.","Inkomstutjämningsavgift",""
"a834","834","Regleringsavgift","liability_non_current",False,"Här redovisas den regleringsavgift som staten tar in. Regleringsavgifter efterfrågas av SCB i RS.","Regleringsavgift",""
"a835","835","Kostnadsutjämningsavgift","liability_non_current",False,"Här redovisas den kostnadsutjämningsavgift som ingår i utjämningssystemet. Kostnadsutjämningsavgifter efterfrågas av SCB i RS.","Kostnadsutjämningsavgift",""
"a836","836","Avgift till LSS-utjämningen","liability_non_current",False,"Här redovisas det kostnadsutjämningsbidrag som ingår i LSS-utjämningen. Avgifter till LSS-utjämningen efterfrågas av SCB i RS.","Avgift till LSS-utjämningen",""
"a841","841","Utdelning på aktier och andelar","liability_non_current",False,"På detta konto redovisas utdelning på aktier och andelar. Om både aktier i utomstående företag och koncernföretag förekommer bör kontot underindelas. Alternativt utnyttjas annan koddel för motpart. Utdelning på aktier och andelar efterfrågas av SCB i RS.","Utdelning på aktier och andelar",""
"a8411","8411","Utdelning på aktier och andelar i kommunala koncernföretag","liability_non_current",False,"Utdelning på aktier och andelar i kommunala koncernföretag efterfrågas av SCB i RS.","Utdelning på aktier och andelar i kommunala koncernföretag",""
"a8412","8412","Utdelning på aktier och andelar i andra företag","liability_non_current",False,"Här redovisas utdelning på aktier och andelar från företag som inte är kommunala koncernföretag. Även s.k. överskottsutdelning, dvs. ränta och återbäring från Kommuninvest ekonomisk förening, redovisas här.","Utdelning på aktier och andelar i andra företag",""
"a843","843","Försäljning och värdering, finansiella anläggningstillgångar","liability_non_current",False,"På detta konto redovisas finansiella intäkter vid värdering eller avyttring av finansiella anläggningstillgångar. Kontot används i samband med bokslut i de fall försäljningsintäkten för avyttrad anläggningstillgång överstiger det bokförda värdet. Vid försäljning krediteras försäljningsintäkten detta konto. Kontot debiteras, vid försäljningstillfället, med det bokförda värdet. Kontot kan användas för återföring av nedskrivning av värdet på finansiella anläggningstillgångar. Återföring av nedskrivning ska göras om skälen för nedskrivningen fallit bort. Återföring ska göras med det belopp som anses erforderligt enligt god redovisningssed. Finansiella instrument som innehas för att ge avkastning eller värdestegring ska värderas till verkligt värde i enlighet med LKBR 7 kap. 6–7 §§. Vid innehav av finansiella instrument som ska värderas till verkligt värde och utgör anläggningstillgång kan ett särskilda underkonton läggas upp i enlighet med konto 846. Exempel på sådana tillgångar är kapital","Försäljning och värdering, finansiella anläggningstillgångar",""
"a8431","8431","Försäljningspris, finansiella anläggningstillgångar","liability_non_current",False,"På detta konto redovisas försäljningspriset för värdepapper, andelar och bostadsrätter i de fall försäljningsintäkten för tillgången överstiger det bokförda värdet. Försäljningspriset för finansiella anläggningstillgångar efterfrågas av SCB i RS.","Försäljningspris, finansiella anläggningstillgångar",""
"a8432","8432","Bokfört värde, finansiella anläggningstillgångar","liability_non_current",False,"På detta konto debiteras det bokförda värdet av försålda tillgångar i de fall försäljningsintäkten för tillgången överstiger det bokförda värdet.","Bokfört värde, finansiella anläggningstillgångar",""
