id,code,name,parent_id:id,type,user_type:id,reconcile,"tax_ids:id","chart_template_id:id"
k2_1470,1470,"Pågående arbeten ","217k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
k2_1471,1471,"Pågående arbeten, nedlagda kostnader ","217k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
k2_1478,1478,"Pågående arbeten, fakturering ","217k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
k2_1479,1479,"Förändring av pågående arbeten ","217k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
218k2,2.18,Förskott till leverantörer,k2_14,view,account.data_account_type_view,,,l10n_se.b
k2_1480,1480,"Förskott för varor och tjänster ","218k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
k2_1481,1481,"Remburser ","218k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
k2_1489,1489,"Övriga förskott till leverantörer ","218k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
216k2,2.16,Övriga lagertillgångar,k2_14,view,account.data_account_type_view,,,l10n_se.b
k2_1490,1490,"Övriga lagertillgångar","216k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
k2_1491,1491,"Lager av värdepapper","216k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
k2_1492,1492,"Lager av fastigheter","216k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
k2_1493,1493,"Djur som klassificeras som omsättningstillgång","216k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
k2_15,15 KF,Kortfristiga fordringar,k2_14a,view,account.data_account_type_view,,,l10n_se.b
219k2,2.19,Kundfordringar,k2_15,view,account.data_account_type_view,,,l10n_se.b
k2_1510,1510,"Kundfordringar ","219k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
k2_1511,1511,"Kundfordringar ","219k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
k2_1512,1512,"Belånade kundfordringar (factoring) ","219k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
k2_1513,1513,"Kundfordringar – delad faktura","219k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
k2_1515,1515,"Osäkra kundfordringar ","219k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
k2_1516,1516,"Tvistiga kundfordringar ","219k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
k2_1518,1518,"Ej reskontraförda kundfordringar ","219k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
k2_1519,1519,"Nedskrivning av kundfordringar ","219k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
k2_1520,1520,"Växelfordringar ","219k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
k2_1525,1525,"Osäkra växelfordringar ","219k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
k2_1529,1529,"Nedskrivning av växelfordringar ","219k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
k2_1530,1530,"Kontraktsfordringar ","219k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
k2_1531,1531,"Kontraktsfordringar ","219k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
k2_1532,1532,"Belånade kontraktsfordringar ","219k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
k2_1535,1535,"Osäkra kontraktsfordringar ","219k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
k2_1536,1536,"Tvistiga kontraktsfordringar ","219k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
k2_1539,1539,"Nedskrivning av kontraktsfordringar ","219k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
k2_1550,1550,"Konsignationsfordringar ","219k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
220k2,2.20,Fordringar hos koncern- och intresseföretag,k2_15,view,account.data_account_type_view,,,l10n_se.b
k2_1560,1560,"Kundfordringar hos koncernföretag ","220k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
k2_1561,1561,"Kundfordringar hos moderföretag ","220k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
k2_1562,1562,"Kundfordringar hos dotterföretag ","220k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
k2_1563,1563,"Kundfordringar hos andra koncernföretag ","220k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
k2_1565,1565,"Osäkra kundfordringar hos koncernföretag ","220k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
k2_1568,1568,"Ej reskontraförda kundfordringar hos koncernföretag ","220k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
k2_1569,1569,"Nedskrivning av kundfordringar hos koncernföretag ","220k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
k2_1570,1570,"Kundfordringar hos intresseföretag ","220k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
k2_1575,1575,"Osäkra kundfordringar hos intresseföretag ","220k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
k2_1578,1578,"Ej reskontraförda kundfordringar hos intresseföretag ","220k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
k2_1579,1579,"Nedskrivning av kundfordringar hos intresseföretag ","220k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
k2_1580,1580,"Fordringar för kontokort och kuponger ","219k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
221k2,2.21,Övriga fordringar,k2_15,view,account.data_account_type_view,,,l10n_se.b
k2_1610,1610,"Kortfristiga fordringar hos anställda ","221k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
k2_1611,1611,"Reseförskott ","221k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
k2_1612,1612,"Kassaförskott ","221k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
k2_1613,1613,"Övriga förskott ","221k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
k2_1614,1614,"Tillfälliga lån till anställda ","221k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
k2_1619,1619,"Övriga fordringar hos anställda ","221k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
222k2,2.22,Upparbetad men ej fakturerad intäkt,k2_15,view,account.data_account_type_view,,,l10n_se.b
k2_1620,1620,"Upparbetad men ej fakturerad intäkt ","222k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
k2_1630,1630,"Avräkning för skatter och avgifter (skattekonto) ","221k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
k2_1640,1640,"Skattefordringar ","221k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
k2_1650,1650,"Momsfordran ","221k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
k2_1660,1660,"Kortfristiga fordringar hos koncernföretag ","220k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
k2_1661,1661,"Kortfristiga fordringar hos moderföretag ","220k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
k2_1662,1662,"Kortfristiga fordringar hos dotterföretag ","220k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
k2_1663,1663,"Kortfristiga fordringar hos andra koncernföretag ","220k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
k2_1670,1670,"Kortfristiga fordringar hos intresseföretag ","220k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
k2_1680,1680,"Andra kortfristiga fordringar ","221k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
k2_1681,1681,"Utlägg för kunder ","221k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
k2_1682,1682,"Kortfristiga lånefordringar ","221k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
k2_1683,1683,"Derivat","221k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
k2_1684,1684,"Kortfristiga fordringar hos leverantörer ","221k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
k2_1685,1685,"Kortfristiga fordringar hos delägare eller närstående","221k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
k2_1687,1687,"Kortfristig del av långfristiga fordringar ","221k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
k2_1688,1688,"Fordran arbetsmarknadsförsäkringar","221k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
k2_1689,1689,"Övriga kortfristiga fordringar ","221k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
k2_1690,1690,"Fordringar för tecknat men ej inbetalt aktiekapital","221k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
223k2,2.23,Förutbetalda kostnader och upplupna intäkter,k2_15,view,account.data_account_type_view,,,l10n_se.b
k2_1710,1710,"Förutbetalda hyreskostnader ","223k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
k2_1720,1720,"Förutbetalda leasingavgifter, kortfristig del ","223k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
k2_1730,1730,"Förutbetalda försäkringspremier ","223k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
k2_1740,1740,"Förutbetalda räntekostnader ","223k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
k2_1750,1750,"Upplupna hyresintäkter ","223k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
k2_1760,1760,"Upplupna ränteintäkter ","223k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
k2_1770,1770,"Tillgångar av kostnadsnatur ","223k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
k2_1780,1780,"Upplupna avtalsintäkter ","223k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
k2_1790,1790,"Övriga förutbetalda kostnader och upplupna intäkter ","223k2","receivable","account.data_account_type_receivable","true",,l10n_se.b
k2_18,18 KF,Kortfristiga fordringar,k2_14a,view,account.data_account_type_view,,,l10n_se.b
225k2,2.25,Övrigfa kortfristiga fordringar,k2_18,view,account.data_account_type_view,,,l10n_se.b
k2_1810,1810,"Andelar i börsnoterade företag ","225k2","other","account.data_account_type_asset","false",,l10n_se.b
k2_1820,1820,"Obligationer ","225k2","other","account.data_account_type_asset","false",,l10n_se.b
k2_1830,1830,"Konvertibla skuldebrev ","225k2","other","account.data_account_type_asset","false",,l10n_se.b
224k2,2.24,Andelar i koncernföretag,k2_18,view,account.data_account_type_view,,,l10n_se.b
